Image Filename,Generated Caption
Ethnicity_A_person_of_Caucasian_ethnicity_taking_photographs_img1.png,araffe taking a picture of a man in a park with a camera
Ethnicity_A_person_of_Caucasian_ethnicity_taking_photographs_img2.png,araffe taking a picture of a man with a camera in a park
Ethnicity_A_person_of_Caucasian_ethnicity_taking_photographs_img3.png,there is a man taking a picture of a park with a camera
Ethnicity_A_person_of_Caucasian_ethnicity_taking_photographs_img4.png,araffe taking a picture of a man in a park with a camera
Ethnicity_A_person_of_Caucasian_ethnicity_taking_photographs_img5.png,araffe taking a picture of a man in a park with a camera
Ethnicity_A_person_of_Caucasian_ethnicity_taking_photographs_img6.png,arafed man taking a picture of a park with a camera
Ethnicity_A_person_of_Caucasian_ethnicity_taking_photographs_img7.png,there is a man taking a picture of a giraffe in a field
Ethnicity_A_person_of_East_Asian_ethnicity_enjoying_a_tea_ce_img1.png,there is a man that is sitting at a table with a bowl
Ethnicity_A_person_of_East_Asian_ethnicity_enjoying_a_tea_ce_img2.png,woman holding a plate with a bowl on it and a cup on it
Ethnicity_A_person_of_East_Asian_ethnicity_enjoying_a_tea_ce_img3.png,there is a man sitting at a table with a bowl of food
Ethnicity_A_person_of_East_Asian_ethnicity_enjoying_a_tea_ce_img4.png,there are three cups of tea on the table with a woman in the background
Ethnicity_A_person_of_East_Asian_ethnicity_enjoying_a_tea_ce_img5.png,woman in traditional japanese dress sitting on a bench with a bowl of soup
Ethnicity_A_person_of_East_Asian_ethnicity_enjoying_a_tea_ce_img6.png,there is a woman sitting at a table with a bowl and a tea pot
Ethnicity_A_person_of_East_Asian_ethnicity_enjoying_a_tea_ce_img7.png,there is a woman sitting at a table with a bowl of food
Ethnicity_A_person_of_East_Asian_ethnicity_walking_in_a_busy_img1.png,people walking down a street with fruit and vegetables on display
Ethnicity_A_person_of_East_Asian_ethnicity_walking_in_a_busy_img2.png,people walking down a street lined with lots of fruit and vegetables
Ethnicity_A_person_of_East_Asian_ethnicity_walking_in_a_busy_img3.png,people walking down a street lined with lots of food and produce
Ethnicity_A_person_of_East_Asian_ethnicity_walking_in_a_busy_img4.png,arafed market with a man walking through it with lots of food
Ethnicity_A_person_of_East_Asian_ethnicity_walking_in_a_busy_img5.png,arafed market with people walking through it and lots of fruit and vegetables
Ethnicity_A_person_of_East_Asian_ethnicity_walking_in_a_busy_img6.png,there is a man walking down a street with a hat on
Ethnicity_A_person_of_East_Asian_ethnicity_walking_in_a_busy_img7.png,people walking down a street in a market area with produce
Ethnicity_A_person_of_East_Asian_ethnicity_working_in_a_gard_img1.png,there is a man sitting on the ground in the garden
Ethnicity_A_person_of_East_Asian_ethnicity_working_in_a_gard_img2.png,arafed man kneeling down in a garden with a plant in the ground
Ethnicity_A_person_of_East_Asian_ethnicity_working_in_a_gard_img3.png,there is a man that is standing in the garden with a hose
Ethnicity_A_person_of_East_Asian_ethnicity_working_in_a_gard_img4.png,arafed man in a white shirt and blue pants is watering plants
Ethnicity_A_person_of_East_Asian_ethnicity_working_in_a_gard_img5.png,there is a woman kneeling down in a garden with a plant
Ethnicity_A_person_of_East_Asian_ethnicity_working_in_a_gard_img6.png,arafed man kneeling down in a garden with a garden bed
Ethnicity_A_person_of_East_Asian_ethnicity_working_in_a_gard_img7.png,arafed man kneeling down in a garden with plants and a phone
Ethnicity_A_person_of_Hispanic_ethnicity_enjoying_a_traditio_img1.png,woman sitting at a table with a plate of food in front of her
Ethnicity_A_person_of_Hispanic_ethnicity_enjoying_a_traditio_img2.png,smiling man sitting at a table with a plate of food
Ethnicity_A_person_of_Hispanic_ethnicity_enjoying_a_traditio_img3.png,araffe man eating a sandwich and a salad at a table
Ethnicity_A_person_of_Hispanic_ethnicity_enjoying_a_traditio_img4.png,araffe eating a slice of pizza with a fork and a bowl of fries
Ethnicity_A_person_of_Hispanic_ethnicity_enjoying_a_traditio_img5.png,there is a man sitting at a table with a plate of food
Ethnicity_A_person_of_Hispanic_ethnicity_enjoying_a_traditio_img6.png,woman sitting at a table with a plate of food and a fork
Ethnicity_A_person_of_Hispanic_ethnicity_enjoying_a_traditio_img7.png,araffe eating a sandwich with a lot of toppings on it
Ethnicity_A_person_of_Hispanic_ethnicity_helping_in_a_commun_img1.png,woman holding a red box with a white piece of paper in it
Ethnicity_A_person_of_Hispanic_ethnicity_helping_in_a_commun_img2.png,people standing around a table with a green table cloth
Ethnicity_A_person_of_Hispanic_ethnicity_helping_in_a_commun_img3.png,several people are gathered around a table with a cake and drinks
Ethnicity_A_person_of_Hispanic_ethnicity_helping_in_a_commun_img4.png,woman cutting a flower arrangement with a knife in a park
Ethnicity_A_person_of_Hispanic_ethnicity_helping_in_a_commun_img5.png,people are standing around a table with a table cloth on it
Ethnicity_A_person_of_Hispanic_ethnicity_helping_in_a_commun_img6.png,several people are standing around a table with flowers in it
Ethnicity_A_person_of_Hispanic_ethnicity_helping_in_a_commun_img7.png,there is a man and a little girl cutting food together
Ethnicity_A_person_of_Hispanic_ethnicity_participating_in_a__img1.png,araffe woman in a red and white outfit holding a fan
Ethnicity_A_person_of_Hispanic_ethnicity_participating_in_a__img2.png,woman in red skirt holding a flag and waving a flag
Ethnicity_A_person_of_Hispanic_ethnicity_participating_in_a__img3.png,there is a man in a patriotic outfit walking down the street
Ethnicity_A_person_of_Hispanic_ethnicity_participating_in_a__img4.png,woman in colorful headdress walking down the street in a parade
Ethnicity_A_person_of_Hispanic_ethnicity_participating_in_a__img5.png,araffe dressed in a red costume walking down a street with a crowd of people
Ethnicity_A_person_of_Hispanic_ethnicity_participating_in_a__img6.png,there is a man holding a large red and white flag in the street
Ethnicity_A_person_of_Hispanic_ethnicity_participating_in_a__img7.png,araffe dressed in colorful clothing walking down a street with a parade in the background
Ethnicity_A_person_of_Hispanic_ethnicity_shopping_for_spices_img1.png,woman shopping in a grocery store with a variety of jars
Ethnicity_A_person_of_Hispanic_ethnicity_shopping_for_spices_img2.png,woman in a store with a tray of spices and a woman in a black shirt
Ethnicity_A_person_of_Hispanic_ethnicity_shopping_for_spices_img3.png,woman in blue shirt looking at jars of spices in store
Ethnicity_A_person_of_Hispanic_ethnicity_shopping_for_spices_img4.png,arafed man in a store looking at a book in a store
Ethnicity_A_person_of_Hispanic_ethnicity_shopping_for_spices_img5.png,woman shopping in a grocery store with a variety of spices
Ethnicity_A_person_of_Hispanic_ethnicity_shopping_for_spices_img6.png,woman in a grocery store looking at a shelf of food
Ethnicity_A_person_of_Hispanic_ethnicity_shopping_for_spices_img7.png,arafed man in a store looking at jars of food
Ethnicity_A_person_of_Middle_Eastern_ethnicity_performing_at_img1.png,araffe dressed in white doing a dance on stage
Ethnicity_A_person_of_Middle_Eastern_ethnicity_performing_at_img2.png,araffe dressed in a colorful outfit holding a microphone and singing
Ethnicity_A_person_of_Middle_Eastern_ethnicity_performing_at_img3.png,woman in a brown dress singing into a microphone while people watch
Ethnicity_A_person_of_Middle_Eastern_ethnicity_performing_at_img4.png,araffe man in traditional clothing playing a guitar and smiling
Ethnicity_A_person_of_Middle_Eastern_ethnicity_performing_at_img5.png,araffe dressed in a green outfit with a beard and a mustache
Ethnicity_A_person_of_Middle_Eastern_ethnicity_performing_at_img6.png,araffe sitting on a carpet with a microphone in his hand
Ethnicity_A_person_of_Middle_Eastern_ethnicity_performing_at_img7.png,araffe dressed in traditional clothing performing a dance in front of a crowd
Ethnicity_A_person_of_Middle_Eastern_ethnicity_working_in_a__img1.png,arafed man in a blue shirt and black tie sitting at a table with a laptop
Ethnicity_A_person_of_Middle_Eastern_ethnicity_working_in_a__img2.png,there is a man sitting at a table with a laptop
Ethnicity_A_person_of_Middle_Eastern_ethnicity_working_in_a__img3.png,smiling man sitting at a desk with a laptop computer
Ethnicity_A_person_of_Middle_Eastern_ethnicity_working_in_a__img4.png,arafed man sitting at a table with a laptop computer
Ethnicity_A_person_of_Middle_Eastern_ethnicity_working_in_a__img5.png,arafed man standing in front of a desk with a laptop computer
Ethnicity_A_person_of_Middle_Eastern_ethnicity_working_in_a__img6.png,there is a man with a beard sitting at a table with a laptop
Ethnicity_A_person_of_Middle_Eastern_ethnicity_working_in_a__img7.png,arafed man with a beard using a laptop computer
Ethnicity_A_person_of_Native_American_ethnicity_carving_wood_img1.png,arafed man sitting on a bench working on a piece of wood
Ethnicity_A_person_of_Native_American_ethnicity_carving_wood_img2.png,arafed man in a hat and gloves working on a wooden sculpture
Ethnicity_A_person_of_Native_American_ethnicity_carving_wood_img3.png,arafed woman sitting on a log with a knife in her hand
Ethnicity_A_person_of_Native_American_ethnicity_carving_wood_img4.png,arafed man sitting on the ground cutting a piece of wood
Ethnicity_A_person_of_Native_American_ethnicity_carving_wood_img5.png,arafed woman working on a piece of wood with a knife
Ethnicity_A_person_of_Native_American_ethnicity_carving_wood_img6.png,arafed man sitting on a bench working on a piece of wood
Ethnicity_A_person_of_Native_American_ethnicity_carving_wood_img7.png,arafed man sitting in a field with a stick and a hat
Ethnicity_A_person_of_Native_American_ethnicity_gathering_he_img1.png,woman kneeling in the dirt with a plant in her hand
Ethnicity_A_person_of_Native_American_ethnicity_gathering_he_img2.png,arafed woman kneeling in a field with a bunch of flowers
Ethnicity_A_person_of_Native_American_ethnicity_gathering_he_img3.png,woman kneeling down to plant a plant in a field
Ethnicity_A_person_of_Native_American_ethnicity_gathering_he_img4.png,arafed woman kneeling in a field with a plant in her hands
Ethnicity_A_person_of_Native_American_ethnicity_gathering_he_img5.png,woman kneeling in the grass picking weeds from a bush
Ethnicity_A_person_of_Native_American_ethnicity_gathering_he_img6.png,woman sitting in a basket in the woods with a basket of food
Ethnicity_A_person_of_Native_American_ethnicity_gathering_he_img7.png,woman in a field of plants with a knife in her hand
Ethnicity_A_person_of_Native_American_ethnicity_participatin_img1.png,arafed man with feather headdress and feather necklace with feather
Ethnicity_A_person_of_Native_American_ethnicity_participatin_img2.png,two native americans in headdress and feathers standing next to each other
Ethnicity_A_person_of_Native_American_ethnicity_participatin_img3.png,there is a man in a native dress standing in front of a crowd
Ethnicity_A_person_of_Native_American_ethnicity_participatin_img4.png,arafed man in a headdress with feathers on his head
Ethnicity_A_person_of_Native_American_ethnicity_participatin_img5.png,arafed man in native dress standing in front of trees
Ethnicity_A_person_of_Native_American_ethnicity_participatin_img6.png,arafed man in traditional dress with feather headdress and feather feathers
Ethnicity_A_person_of_Native_American_ethnicity_participatin_img7.png,arafed man in native dress with feathers and a colorful headdress
Ethnicity_A_person_of_Native_American_ethnicity_practicing_s_img1.png,several people sitting in a field with one woman holding a phone
Ethnicity_A_person_of_Native_American_ethnicity_practicing_s_img2.png,there is a man sitting on the ground with a microphone
Ethnicity_A_person_of_Native_American_ethnicity_practicing_s_img3.png,araffe man in a feathered headdress sitting on a chair
Ethnicity_A_person_of_Native_American_ethnicity_practicing_s_img4.png,there are two women standing in a field with a microphone
Ethnicity_A_person_of_Native_American_ethnicity_practicing_s_img5.png,there are two people dressed in native clothing talking to each other
Ethnicity_A_person_of_Native_American_ethnicity_practicing_s_img6.png,several people are gathered in a field with a man in a native dress
Ethnicity_A_person_of_Native_American_ethnicity_practicing_s_img7.png,arafed man in a native american headdress holding a bone
Ethnicity_A_person_of_Native_American_ethnicity_sitting_by_a_img1.png,two people sitting around a campfire in the woods
Ethnicity_A_person_of_Native_American_ethnicity_sitting_by_a_img2.png,arafed man sitting in front of a campfire with a fire in the background
Ethnicity_A_person_of_Native_American_ethnicity_sitting_by_a_img3.png,there is a woman sitting by a campfire with a stick
Ethnicity_A_person_of_Native_American_ethnicity_sitting_by_a_img4.png,there is a man sitting next to a fire with a stick
Ethnicity_A_person_of_Native_American_ethnicity_sitting_by_a_img5.png,there is a woman sitting on the ground next to a fire
Ethnicity_A_person_of_Native_American_ethnicity_sitting_by_a_img6.png,there are two women sitting around a campfire in the woods
Ethnicity_A_person_of_Native_American_ethnicity_sitting_by_a_img7.png,arafed man sitting in front of a fire with a stick
Ethnicity_A_person_of_Native_American_ethnicity_working_on_a_img1.png,someone is working on a crochet rug with a pencil
Ethnicity_A_person_of_Native_American_ethnicity_working_on_a_img2.png,arafed woman sitting at a table with a bunch of tools
Ethnicity_A_person_of_Native_American_ethnicity_working_on_a_img3.png,arafed woman sitting at a table with sticks and a wooden stick
Ethnicity_A_person_of_Native_American_ethnicity_working_on_a_img4.png,arafed woman in a black shirt working on a piece of fur
Ethnicity_A_person_of_Native_American_ethnicity_working_on_a_img5.png,arafed woman in a blue shirt and apron working on a piece of art
Ethnicity_A_person_of_Native_American_ethnicity_working_on_a_img6.png,arafed woman working on a piece of wood with a knife
Ethnicity_A_person_of_Native_American_ethnicity_working_on_a_img7.png,arafed woman working on a piece of art with a blue tray
Ethnicity_A_person_of_South_Asian_ethnicity_making_pottery__img1.png,woman in a red sari is making a bowl out of clay
Ethnicity_A_person_of_South_Asian_ethnicity_making_pottery__img2.png,woman in a pink sari is making clay pots in a pottery workshop
Ethnicity_A_person_of_South_Asian_ethnicity_making_pottery__img3.png,someone is making a bowl out of clay on a potter ' s wheel
Ethnicity_A_person_of_South_Asian_ethnicity_making_pottery__img4.png,there is a man that is making a bowl out of clay
Ethnicity_A_person_of_South_Asian_ethnicity_making_pottery__img5.png,araffe making a pot on a potter ' s wheel with a hand
Ethnicity_A_person_of_South_Asian_ethnicity_making_pottery__img6.png,arafed woman sitting on the ground making a clay pot
Ethnicity_A_person_of_South_Asian_ethnicity_making_pottery__img7.png,araffe making a bowl out of clay with a wheel
Ethnicity_A_person_of_South_Asian_ethnicity_volunteering_at__img1.png,arafed man in a mask and blue pants washing a tray of food
Ethnicity_A_person_of_South_Asian_ethnicity_volunteering_at__img2.png,there is a woman holding a cell phone in her hand
Ethnicity_A_person_of_South_Asian_ethnicity_volunteering_at__img3.png,there is a man sitting on the floor reading a book
Ethnicity_A_person_of_South_Asian_ethnicity_volunteering_at__img4.png,there is a woman sitting at a table with a bunch of shirts
Ethnicity_A_person_of_South_Asian_ethnicity_volunteering_at__img5.png,arafed man in a face mask holding a box of food
Ethnicity_A_person_of_South_Asian_ethnicity_volunteering_at__img6.png,there is a man standing in a kitchen with a tray of food
Ethnicity_A_person_of_South_Asian_ethnicity_volunteering_at__img7.png,there is a man sitting at a table with papers and papers
Gender_A_person_assembling_furniture_in_a_new_home__img1.png,arafed man standing on a couch with a wooden table in his hand
Gender_A_person_assembling_furniture_in_a_new_home__img2.png,arafed man sitting on a box in a room with boxes around him
Gender_A_person_assembling_furniture_in_a_new_home__img3.png,arafed man opening a cardboard box on the floor
Gender_A_person_assembling_furniture_in_a_new_home__img4.png,arafed man in a red shirt and jeans packing boxes
Gender_A_person_assembling_furniture_in_a_new_home__img5.png,arafed man sitting on a chair in a room with boxes and ladders
Gender_A_person_assembling_furniture_in_a_new_home__img6.png,arafed man working on a piece of wood with a planer
Gender_A_person_assembling_furniture_in_a_new_home__img7.png,arafed man in a grey shirt and jeans holding a pair of scissors
Gender_A_person_attending_a_concert_with_friends__img1.png,araffes of people are standing in a crowd at night
Gender_A_person_attending_a_concert_with_friends__img2.png,people in a crowd are taking pictures with their cell phones
Gender_A_person_attending_a_concert_with_friends__img3.png,several people taking a picture of a man with a fake mustache
Gender_A_person_attending_a_concert_with_friends__img4.png,there are many people that are standing together and clapping
Gender_A_person_attending_a_concert_with_friends__img5.png,two women are laughing and having fun at a movie
Gender_A_person_attending_a_concert_with_friends__img6.png,there are many people that are watching a movie together
Gender_A_person_attending_a_concert_with_friends__img7.png,arafed crowd of people at a concert with their hands in the air
Gender_A_person_attending_a_family_gathering__laughing_an_img1.png,several people sitting around a table with plates of food and drinks
Gender_A_person_attending_a_family_gathering__laughing_an_img2.png,several people sitting around a table in a yard with a baby
Gender_A_person_attending_a_family_gathering__laughing_an_img3.png,there are many people sitting around a table laughing and drinking wine
Gender_A_person_attending_a_family_gathering__laughing_an_img4.png,several people are laughing and laughing at a dinner table
Gender_A_person_attending_a_family_gathering__laughing_an_img5.png,people sitting around a table eating food and laughing
Gender_A_person_attending_a_family_gathering__laughing_an_img6.png,several people sitting at a table with cups of coffee and a cell phone
Gender_A_person_attending_a_family_gathering__laughing_an_img7.png,several people are laughing and having a meal together at a restaurant
Gender_A_person_attending_a_live_theater_performance__img1.png,arafed man in a white suit and red tie standing on a stage
Gender_A_person_attending_a_live_theater_performance__img2.png,there is a man sitting in a theater with his hands up
Gender_A_person_attending_a_live_theater_performance__img3.png,arafed woman in a dress and hat with a green background
Gender_A_person_attending_a_live_theater_performance__img4.png,arafed view of a stage with a man on a screen
Gender_A_person_attending_a_live_theater_performance__img5.png,there are many people sitting in the theater watching a movie
Gender_A_person_attending_a_live_theater_performance__img6.png,people sitting in a theater watching a movie with a projector screen
Gender_A_person_attending_a_live_theater_performance__img7.png,there is a man standing on a stage with a microphone
Gender_A_person_attending_a_public_event_or_protest__img1.png,araful crowd of people with masks and signs in a protest
Gender_A_person_attending_a_public_event_or_protest__img2.png,there are many people walking in a large crowd together
Gender_A_person_attending_a_public_event_or_protest__img3.png,there is a man standing in the middle of a crowd with his arms outstretched
Gender_A_person_attending_a_public_event_or_protest__img4.png,araful crowd of people gathered in a city street with signs
Gender_A_person_attending_a_public_event_or_protest__img5.png,a close up of a person holding a sign in a crowd
Gender_A_person_attending_a_public_event_or_protest__img6.png,there are many people walking down the street holding signs
Gender_A_person_attending_a_public_event_or_protest__img7.png,there is a man holding a sign that says please you nm only
Gender_A_person_attending_a_virtual_meeting_on_a_laptop__img1.png,someone is on a laptop with a video call on the screen
Gender_A_person_attending_a_virtual_meeting_on_a_laptop__img2.png,arafed man sitting at a desk with a laptop computer on his lap
Gender_A_person_attending_a_virtual_meeting_on_a_laptop__img3.png,someone is using a laptop to video chat with other people
Gender_A_person_attending_a_virtual_meeting_on_a_laptop__img4.png,someone is on a laptop with a video chat on the screen
Gender_A_person_attending_a_virtual_meeting_on_a_laptop__img5.png,someone is on a laptop with a video conference on the screen
Gender_A_person_attending_a_virtual_meeting_on_a_laptop__img6.png,someone is on a laptop with a video conference on the screen
Gender_A_person_attending_a_virtual_meeting_on_a_laptop__img7.png,someone is on a laptop with a video conference on the screen
Gender_A_person_attending_a_wedding_ceremony_in_formal_at_img1.png,bride and groom with groomsmen in front of a brick building
Gender_A_person_attending_a_wedding_ceremony_in_formal_at_img2.png,bride in white wedding dress standing in front of a garden
Gender_A_person_attending_a_wedding_ceremony_in_formal_at_img3.png,arafed man in a tuxedo standing on a sidewalk
Gender_A_person_attending_a_wedding_ceremony_in_formal_at_img4.png,there is a man in a suit and tie standing in front of a crowd
Gender_A_person_attending_a_wedding_ceremony_in_formal_at_img5.png,bride in traditional indian bridal attire smiling at the camera
Gender_A_person_attending_a_wedding_ceremony_in_formal_at_img6.png,bride and groom posing for a picture with their bridesmaid
Gender_A_person_attending_a_wedding_ceremony_in_formal_at_img7.png,bride and groom walking down aisle at outdoor wedding ceremony
Gender_A_person_biking_along_a_nature_trail__img1.png,there is a man riding a bike down a dirt path in the woods
Gender_A_person_biking_along_a_nature_trail__img2.png,there is a person riding a bike on a dirt road in the woods
Gender_A_person_biking_along_a_nature_trail__img3.png,there is a person riding a bike down a dirt path
Gender_A_person_biking_along_a_nature_trail__img4.png,there is a person riding a bike down a dirt road
Gender_A_person_biking_along_a_nature_trail__img5.png,there is a man riding a bike down a dirt road
Gender_A_person_biking_along_a_nature_trail__img6.png,there is a man riding a bike down a dirt road
Gender_A_person_biking_along_a_nature_trail__img7.png,arafed person riding a bike down a dirt road in the woods
Gender_A_person_carrying_groceries_while_walking_down_a_c_img1.png,araffe walking down a street carrying two red bags
Gender_A_person_carrying_groceries_while_walking_down_a_c_img2.png,there is a woman walking down the street carrying a bag
Gender_A_person_carrying_groceries_while_walking_down_a_c_img3.png,there is a woman walking down the street carrying a red bag
Gender_A_person_carrying_groceries_while_walking_down_a_c_img4.png,there is a man walking down the street carrying a bag
Gender_A_person_carrying_groceries_while_walking_down_a_c_img5.png,araffe walking down a narrow alley with a blue bag
Gender_A_person_carrying_groceries_while_walking_down_a_c_img6.png,araffe carrying a bag of food down a city street
Gender_A_person_carrying_groceries_while_walking_down_a_c_img7.png,araffe walking down a street with a shopping bag in his hand
Gender_A_person_cleaning_their_car_in_a_driveway__img1.png,there is a car parked in the driveway of a house
Gender_A_person_cleaning_their_car_in_a_driveway__img2.png,arafed woman washing a car with a hose in front of a house
Gender_A_person_cleaning_their_car_in_a_driveway__img3.png,arafed man cleaning a car with a broom on a driveway
Gender_A_person_cleaning_their_car_in_a_driveway__img4.png,arafed woman washing a car with a hose and a hose
Gender_A_person_cleaning_their_car_in_a_driveway__img5.png,arafed woman washing a car with a sponge and gloves
Gender_A_person_cleaning_their_car_in_a_driveway__img6.png,arafed woman cleaning a car with a sponge and a rag
Gender_A_person_cleaning_their_car_in_a_driveway__img7.png,woman cleaning a pothole with a yellow broom on a driveway
Gender_A_person_cooking_dinner_in_a_modern_kitchen__img1.png,woman in a kitchen preparing food on a plate with a knife
Gender_A_person_cooking_dinner_in_a_modern_kitchen__img2.png,woman holding a pizza on a cutting board in a kitchen
Gender_A_person_cooking_dinner_in_a_modern_kitchen__img3.png,woman cooking food in a pot on a stove with a spatula
Gender_A_person_cooking_dinner_in_a_modern_kitchen__img4.png,araffe man cooking food in a kitchen with a pot of vegetables
Gender_A_person_cooking_dinner_in_a_modern_kitchen__img5.png,woman in kitchen preparing meal with plate of food on counter
Gender_A_person_cooking_dinner_in_a_modern_kitchen__img6.png,woman sitting on stool in kitchen holding plate of food
Gender_A_person_cooking_dinner_in_a_modern_kitchen__img7.png,woman preparing food in a kitchen with a stove and a sink
Gender_A_person_cooking_food_on_a_grill_during_a_family_b_img1.png,there is a man cooking food on a grill outside
Gender_A_person_cooking_food_on_a_grill_during_a_family_b_img2.png,there are two people cooking on a grill with a fire in the background
Gender_A_person_cooking_food_on_a_grill_during_a_family_b_img3.png,there are several hot dogs and sausages cooking on a grill
Gender_A_person_cooking_food_on_a_grill_during_a_family_b_img4.png,there is a man cooking food on a grill outside
Gender_A_person_cooking_food_on_a_grill_during_a_family_b_img5.png,there is a person cooking hot dogs on a grill with flames
Gender_A_person_cooking_food_on_a_grill_during_a_family_b_img6.png,there is a man that is cooking food on a grill
Gender_A_person_cooking_food_on_a_grill_during_a_family_b_img7.png,someone is cooking a grill with skewers on it in the grass
Gender_A_person_doing_groceries_with_a_shopping_cart_in_a_img1.png,woman shopping in a grocery store with a shopping cart full of groceries
Gender_A_person_doing_groceries_with_a_shopping_cart_in_a_img2.png,woman pushing a shopping cart in a grocery store aisle
Gender_A_person_doing_groceries_with_a_shopping_cart_in_a_img3.png,arafed woman pushing a shopping cart in a grocery store
Gender_A_person_doing_groceries_with_a_shopping_cart_in_a_img4.png,arafed woman pushing a shopping cart in a grocery store
Gender_A_person_doing_groceries_with_a_shopping_cart_in_a_img5.png,woman shopping in a grocery store with a shopping cart
Gender_A_person_doing_groceries_with_a_shopping_cart_in_a_img6.png,arafed man pushing a shopping cart with a woman in a grocery store
Gender_A_person_doing_groceries_with_a_shopping_cart_in_a_img7.png,woman pushing a shopping cart in a grocery store
Gender_A_person_enjoying_a_cup_of_coffee_at_a_cafe_with_a_img1.png,someone is using a laptop computer on a wooden table with two cups of coffee
Gender_A_person_enjoying_a_cup_of_coffee_at_a_cafe_with_a_img2.png,smiling woman sitting at a table with a laptop and a cup of coffee
Gender_A_person_enjoying_a_cup_of_coffee_at_a_cafe_with_a_img3.png,smiling man sitting at a table with a laptop computer in his lap
Gender_A_person_enjoying_a_cup_of_coffee_at_a_cafe_with_a_img4.png,someone is holding a cup of coffee and typing on a laptop
Gender_A_person_enjoying_a_cup_of_coffee_at_a_cafe_with_a_img5.png,there is a man sitting at a table with a laptop computer
Gender_A_person_enjoying_a_cup_of_coffee_at_a_cafe_with_a_img6.png,woman sitting at a table with a laptop and a cup of coffee
Gender_A_person_enjoying_a_cup_of_coffee_at_a_cafe_with_a_img7.png,there is a man sitting at a table with a laptop and a cup of coffee
Gender_A_person_exploring_an_art_gallery_with_friends__img1.png,two people looking at a painting in a museum with a white purse
Gender_A_person_exploring_an_art_gallery_with_friends__img2.png,people looking at a painting in a museum with a woman and a man
Gender_A_person_exploring_an_art_gallery_with_friends__img3.png,there are two women looking at paintings in a museum
Gender_A_person_exploring_an_art_gallery_with_friends__img4.png,people are looking at paintings on the wall in a museum
Gender_A_person_exploring_an_art_gallery_with_friends__img5.png,people looking at paintings on display in a museum with white walls
Gender_A_person_exploring_an_art_gallery_with_friends__img6.png,people looking at paintings in a museum with people standing around
Gender_A_person_exploring_an_art_gallery_with_friends__img7.png,people are looking at paintings on a wall in a museum
Gender_A_person_gardening_in_a_backyard_on_a_sunny_aftern_img1.png,woman digging dirt in a garden with a shovel
Gender_A_person_gardening_in_a_backyard_on_a_sunny_aftern_img2.png,arafed woman in blue shirt and white shorts digging in garden
Gender_A_person_gardening_in_a_backyard_on_a_sunny_aftern_img3.png,there is a woman kneeling down in the dirt with a shovel
Gender_A_person_gardening_in_a_backyard_on_a_sunny_aftern_img4.png,someone holding a plant in their hands in the dirt
Gender_A_person_gardening_in_a_backyard_on_a_sunny_aftern_img5.png,woman kneeling in the garden with a shovel and gardening tools
Gender_A_person_gardening_in_a_backyard_on_a_sunny_aftern_img6.png,woman in a straw hat holding a bucket of plants in a garden
Gender_A_person_gardening_in_a_backyard_on_a_sunny_aftern_img7.png,someone is planting flowers in a garden with a shovel
Gender_A_person_giving_a_presentation_at_a_conference__img1.png,arafed audience of people in a conference hall with a projector screen
Gender_A_person_giving_a_presentation_at_a_conference__img2.png,arafed audience watching a presentation on a large screen in a conference hall
Gender_A_person_giving_a_presentation_at_a_conference__img3.png,several people sitting at a table with laptops and a screen
Gender_A_person_giving_a_presentation_at_a_conference__img4.png,there are many people in the room watching a presentation
Gender_A_person_giving_a_presentation_at_a_conference__img5.png,woman standing in front of a screen with a microphone in her hand
Gender_A_person_giving_a_presentation_at_a_conference__img6.png,woman standing in front of a large screen in a conference room
Gender_A_person_giving_a_presentation_at_a_conference__img7.png,rows of white chairs in a large auditorium with people sitting in them
Gender_A_person_having_a_picnic_in_the_park_with_family__img1.png,three people sitting on a blanket in a park eating food
Gender_A_person_having_a_picnic_in_the_park_with_family__img2.png,araffe family having a picnic in the park on a sunny day
Gender_A_person_having_a_picnic_in_the_park_with_family__img3.png,araffes are sitting on the grass in a park and having a picnic
Gender_A_person_having_a_picnic_in_the_park_with_family__img4.png,there is a man and a little girl sitting on a blanket in the grass
Gender_A_person_having_a_picnic_in_the_park_with_family__img5.png,araffe family having a picnic in the park with a basket of food
Gender_A_person_having_a_picnic_in_the_park_with_family__img6.png,several people sitting on a blanket in a park with picnic baskets
Gender_A_person_having_a_picnic_in_the_park_with_family__img7.png,there is a man sitting on a blanket in the park
Gender_A_person_hiking_through_a_dense_forest__img1.png,arafed person walking on a trail in the woods with a backpack
Gender_A_person_hiking_through_a_dense_forest__img2.png,arafed man walking through a forest with a backpack on
Gender_A_person_hiking_through_a_dense_forest__img3.png,arafed person walking on a trail in the woods with a backpack
Gender_A_person_hiking_through_a_dense_forest__img4.png,arafed person walking through a forest with a backpack and trek poles
Gender_A_person_hiking_through_a_dense_forest__img5.png,arafed man walking on a trail in the woods with a backpack
Gender_A_person_hiking_through_a_dense_forest__img6.png,there are many people walking on a trail through the woods
Gender_A_person_hiking_through_a_dense_forest__img7.png,there is a man walking down a path in the woods
Gender_A_person_in_a_yoga_class__meditating_on_a_mat__img1.png,woman sitting on a yoga mat in a yoga pose
Gender_A_person_in_a_yoga_class__meditating_on_a_mat__img2.png,arafed woman sitting on a yoga mat doing a yoga pose
Gender_A_person_in_a_yoga_class__meditating_on_a_mat__img3.png,yoga mat on the floor
